id,ylang,tlang,level,wclass,type,tlang_ex,ylang_ex,tlang_exf,furigana,chikugoyaku
,English,Japanese,Fragment,conjugation,する,しなかった,not did,しなかった,shi nakatta,not did
,English,Japanese,Fragment,conjugation,する,します,do(p),します,shi masu,do(p)
,English,Japanese,Fragment,conjugation,する,しません,not do(p),しません,shi masen,not do(p)
,English,Japanese,Fragment,conjugation,する,しました,did(p),しました,shi mashita,did(p)
,English,Japanese,Fragment,conjugation,する,しませんでした,not did(p),しませんでした,shi masen deshita,not did(p)
,English,Japanese,Fragment,conjugation,する,している,doing,している,shite i ru,doing
,English,Japanese,Fragment,conjugation,する,していない,not doing,していない,shite i nai,not doing
,English,Japanese,Fragment,conjugation,する,していた,was doing,していた,shite i ta,was doing
,English,Japanese,Fragment,conjugation,する,していなかった,was not doing,していなかった,shite i nakatta,was not doing
,English,Japanese,Fragment,conjugation,する,しています,doing(p),しています,shite i masu,doing(p)
,English,Japanese,Fragment,conjugation,する,していません,not doing(p),していません,shite i masen,not doing(p)
,English,Japanese,Fragment,conjugation,する,していました,was doing(p),していました,shite i mashita,was doing(p)
,English,Japanese,Fragment,conjugation,する,していませんでした,was not doing(p),していませんでした,shite i masen deshita,was not doing(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,食べる,食べる,eat,食べる,taberu,eat
,English,Japanese,Fragment,conjugation,食べる,食べない,not eat,食べない,tabe nai,not eat
,English,Japanese,Fragment,conjugation,食べる,食べた,ate,食べた,tabe ta,ate
,English,Japanese,Fragment,conjugation,食べる,食べなかった,not ate,食べなかった,tabe nakatta,not ate
,English,Japanese,Fragment,conjugation,食べる,食べます,eat(p),食べます,tabe masu,eat(p)
,English,Japanese,Fragment,conjugation,食べる,食べません,not eat(p),食べません,tabe masen,not eat(p)
,English,Japanese,Fragment,conjugation,食べる,食べました,ate(p),食べました,tabe mashita,ate(p)
,English,Japanese,Fragment,conjugation,食べる,食べませんでした,not ate(p),食べませんでした,tabe masen deshita,not ate(p)
,English,Japanese,Fragment,conjugation,食べる,食べている,eating,食べている,tabete i ru,eating
,English,Japanese,Fragment,conjugation,食べる,食べていない,not eating,食べていない,tabete i nai,not eating
,English,Japanese,Fragment,conjugation,食べる,食べていた,was eating,食べていた,tabete i ta,was eating
,English,Japanese,Fragment,conjugation,食べる,食べていなかった,was not eating,食べていなかった,tabete i nakatta,was not eating
,English,Japanese,Fragment,conjugation,食べる,食べています,eating(p),食べています,tabete i masu,eating(p)
,English,Japanese,Fragment,conjugation,食べる,食べていません,not eating(p),食べていません,tabete i masen,not eating(p)
,English,Japanese,Fragment,conjugation,食べる,食べていました,was eating(p),食べていました,tabete i mashita,was eating(p)
,English,Japanese,Fragment,conjugation,食べる,食べていませんでした,was not eating(p),食べていませんでした,tabete i masen deshita,was not eating(p)
,,,,,,,,,,1
,English,Japanese,Fragment,conjugation,飲む,飲む,drink,飲む,nomu,drink
,English,Japanese,Fragment,conjugation,飲む,飲まない,not drink,飲まない,noma nai,not drink
,English,Japanese,Fragment,conjugation,飲む,飲んだ,drank,飲んだ,non da,drank
,English,Japanese,Fragment,conjugation,飲む,飲まなかった,not drank,飲まなかった,noma nakatta,not drank
,English,Japanese,Fragment,conjugation,飲む,飲みます,drink(p),飲みます,nomi masu,drink(p)
,English,Japanese,Fragment,conjugation,飲む,飲みません,not drink,飲みません,nomi masen,not drink
,English,Japanese,Fragment,conjugation,飲む,飲みました,drank(p),飲みました,nomi mashita,drank(p)
,English,Japanese,Fragment,conjugation,飲む,飲みませんでした,not drank(p),飲みませんでした,nomi masen deshita,not drank(p)
,English,Japanese,Fragment,conjugation,飲む,飲んでいる,drinking,飲んでいる,nonde i ru,drinking
,English,Japanese,Fragment,conjugation,飲む,飲んでいない,not drinking,飲んでいない,nonde i nai,not drinking
,English,Japanese,Fragment,conjugation,飲む,飲んでいた,was drinking,飲んでいた,nonde i ta,was drinking
,English,Japanese,Fragment,conjugation,飲む,飲んでいなかった,was not drinking,飲んでいなかった,nonde i nakatta,was not drinking
,English,Japanese,Fragment,conjugation,飲む,飲んでいます,drinking(p),飲んでいます,nonde i masu,drinking(p)
,English,Japanese,Fragment,conjugation,飲む,飲んでいません,not drinking(p),飲んでいません,nonde i masen,not drinking(p)
,English,Japanese,Fragment,conjugation,飲む,飲んでいました,was drinking(p),飲んでいました,nonde i mashita,was drinking(p)
,English,Japanese,Fragment,conjugation,飲む,飲んでいませんでした,was not drinking(p),飲んでいませんでした,nonde i masen deshita,was not drinking(p)
,,,,,,,,,,1
,,,,,,,,,,1
,English,Japanese,Fragment,else,Subject,私は,I,私は,watashi wa,I
,English,Japanese,Fragment,else,Subject,あなたは,you,あなたは,anata wa,you
,English,Japanese,Fragment,else,Subject,彼は,he,彼は,kare wa,he
,English,Japanese,Fragment,else,Subject,彼女は,she,彼女は,kanojo wa,she
,,,,,,,,,,1
,English,Japanese,Fragment,else,Adverb,よく,often,よく,yoku,often
,English,Japanese,Fragment,else,Adverb,あまり,not much,あまり,amari,not much
,English,Japanese,Fragment,else,Adverb,たまに,sometimes,たまに,tamani,sometimes
,English,Japanese,Fragment,else,Adverb,ほとんど,almost,ほとんど,hotondo,almost
,English,Japanese,Fragment,else,Adverb,たいてい,most of the time,たいてい,taitei,most of the time
,,,,,,,,,,1
,English,Japanese,Fragment,else,When,最近,recently,最近,saikin,recently
,English,Japanese,Fragment,else,When,あとで,later,あとで,atode,later
,English,Japanese,Fragment,else,When,さっき,a bit ago,さっき,sakki,a bit ago
,English,Japanese,Fragment,else,When,1日中,all day,1日中,ichinichi ju,all day
,English,Japanese,Fragment,else,When,休みの日,on days off,休みの日,yasumi no hi,on days off
,English,Japanese,Fragment,else,When,時間通りに,on time,時間通りに,jikan douri ni,on time
,English,Japanese,Fragment,else,When,週末,on weekends,週末,shuumatsu,on weekends
,English,Japanese,Fragment,else,When,5時間以上,for more than 5 hours,5時間以上,go jikan ijou,for more than 5 hours
,,,,,,,,,,1
,English,Japanese,Fragment,else,Where,学校で,at school,学校で,gakkou de,at school
,English,Japanese,Fragment,else,Where,家で,at home,家で,ie de,at home
,English,Japanese,Fragment,else,Where,図書館に,to the library,図書館に,toshokan ni,to the library
,English,Japanese,Fragment,else,Where,ジムに,to the gym,ジムに,jimu ni,to the gym
,,,,,,,,,,1
,English,Japanese,Fragment,else,Question,いつ,when,いつ,itsu,when
,English,Japanese,Fragment,else,Question,どこで,at where,どこで,doko de,at where
,English,Japanese,Fragment,else,Question,どこに,to where,どこに,doko ni,to where
,English,Japanese,Fragment,else,Question,何を,what,何を,nani wo,what
,English,Japanese,Fragment,else,Question,誰と,with whom,誰と,dare to,with whom
,English,Japanese,Fragment,else,Question,どうやって,how,どうやって,douyatte,how
,English,Japanese,Fragment,else,Question,どうして,why,どうして,doushite,why
